,context,word,POS,sum_logprobs
506,Ей хотелось выплеснуть чай на бежевый, ковровое,ADJ,-9.917713403701782
507,Ей хотелось выплеснуть чай на бежевый, ковры,NOUN,-9.958539962768556
508,Ей хотелось выплеснуть чай на бежевый, клен,NOUN,-10.01524257659912
509,"Елена сидела в кресле, молодая Мурка", на,ADP,-2.174337863922119
510,"Елена сидела в кресле, молодая Мурка", рядом,ADV,-2.924337863922119
511,"Елена сидела в кресле, молодая Мурка", лежала,VERB,-3.0522715859115124
512,"Елена сидела в кресле, молодая Мурка", у,ADP,-3.299337863922119
513,"Елена сидела в кресле, молодая Мурка", уткнулась,VERB,-6.982502520084381
514,"Елена сидела в кресле, молодая Мурка", лежит,VERB,-9.302271366119385
515,"Елена сидела в кресле, молодая Мурка", уткнув,VERB,-9.732502460479736
516,"Елена сидела в кресле, молодая Мурка", уткнувшись,VERB,-9.800052605569364
517,"Елена сидела в кресле, молодая Мурка", уткнула,VERB,-10.482502460479736
518,"Елена сидела в кресле, молодая Мурка", уткнулася,VERB,-10.912216812372208
519,"Елена сидела в кресле, молодая Мурка", лежа,VERB,-11.177271366119385
520,"Елена сидела в кресле, молодая Мурка", лежал,VERB,-11.177271366119385
521,"Елена сидела в кресле, молодая Мурка", лежила,VERB,-12.427271366119385
522,"Елена сидела в кресле, молодая Мурка", лежали,VERB,-12.552271366119385
523,"Елена сидела в кресле, молодая Мурка", уткнувшая,VERB,-12.675052642822266
524,Ему удалось вскрыть банку об острый край, стола,NOUN,-1.4966473579406738
525,Ему удалось вскрыть банку об острый край, крышки,NOUN,-2.339283331297338
526,Ему удалось вскрыть банку об острый край, и,CCONJ,-2.7083239555358887
527,Ему удалось вскрыть банку об острый край, стула,NOUN,-5.121647238731384
528,Ему удалось вскрыть банку об острый край,".
И",CCONJ,-5.808091163635254
529,Ему удалось вскрыть банку об острый край,".
Он",PRON,-5.808091163635254
530,Ему удалось вскрыть банку об острый край,".
В",INTJ,-6.058091163635254
531,Ему удалось вскрыть банку об острый край,".
К",ADP,-6.183091163635254
532,Ему удалось вскрыть банку об острый край,".
А",INTJ,-6.433091163635254
533,Ему удалось вскрыть банку об острый край,".
Кровь",NOUN,-6.591473661363125
534,Ему удалось вскрыть банку об острый край, стального,ADJ,-7.621647238731384
535,Ему удалось вскрыть банку об острый край, крышечки,NOUN,-7.714283466339111
536,Ему удалось вскрыть банку об острый край, стальной,ADJ,-7.746647238731384
537,Ему удалось вскрыть банку об острый край, стелла,NOUN,-8.252603291533887
538,Ему удалось вскрыть банку об острый край, стеллажа,NOUN,-8.25263423969227
539,Если мы позволим этим людям, делать,VERB,-3.390718936920166
540,Если мы позволим этим людям, продолжать,VERB,-3.480904296040535
541,Если мы позволим этим людям, прийти,VERB,-4.015767408018292
542,Если мы позволим этим людям, управлять,VERB,-4.141083004302345
543,Если мы позволим этим людям, остаться,VERB,-4.141998816980049
544,Если мы позволим этим людям, продолжить,VERB,-5.8559043407440186
545,Если мы позволим этим людям, продолжаться,VERB,-10.48090410232544
546,Если мы позволим этим людям, оступиться,VERB,-11.820692207664251
547,Если мы позволим этим людям, продолжиться,VERB,-12.48090410232544
548,Если мы позволим этим людям, управляться,VERB,-12.766083240509031
549,Если мы позволим этим людям, остепениться,VERB,-13.033302799565718
550,Если мы позволим этим людям, продолжение,NOUN,-13.48090410232544
551,Если мы позволим этим людям, остать,VERB,-13.516998767852783
552,Если мы позволим этим людям, остерегаться,VERB,-13.62579246982932
553,Если мы позволим этим людям, остро,ADV,-13.641998767852783
554,Если я еще увижу здесь хоть, одно,NUM,-0.6546674370765686
555,Если я еще увижу здесь хоть, одну,NUM,-1.4046673774719238
556,Если я еще увижу здесь хоть, один,NUM,-2.404667377471924
557,Если я еще увижу здесь хоть, одного,NUM,-2.654667377471924
558,Если я еще увижу здесь хоть, слово,NOUN,-4.529667377471924
559,Если я еще увижу здесь хоть, каплю,NOUN,-4.603790923953056
560,Если я еще увижу здесь хоть, капельку,NOUN,-7.360830895602703
561,Если я еще увижу здесь хоть, капли,NOUN,-9.103790760040283
562,Если я еще увижу здесь хоть, капля,NOUN,-12.353790760040283
563,Если я еще увижу здесь хоть, капельки,NOUN,-12.485831022262571
564,Если я еще увижу здесь хоть, капелюшку,NOUN,-12.706204790621996
565,Если я еще увижу здесь хоть, капелюшечку,NOUN,-12.709521532757208
566,Если я еще увижу здесь хоть, каплей,NOUN,-13.228790760040283
567,Если я еще увижу здесь хоть, капелька,NOUN,-14.735831022262571
568,Если я еще увижу здесь хоть, капелюшки,NOUN,-16.331204909831285
569,"Журналист взял карандаш,", чтобы,SCONJ,-1.851342797279358
570,"Журналист взял карандаш,", нарисовал,VERB,-2.85320824549126
571,"Журналист взял карандаш,", и,CCONJ,-3.2263426780700684
572,"Журналист взял карандаш,", открыл,VERB,-3.228671826189384
573,"Журналист взял карандаш,", записал,VERB,-3.337469890713692
574,"Журналист взял карандаш,", начал,VERB,-3.3513426780700684
575,"Журналист взял карандаш,", записывая,VERB,-6.3709182143211365
576,"Журналист взял карандаш,", записывает,VERB,-7.087469816207886
577,"Журналист взял карандаш,", записывал,VERB,-7.120918273925781
578,"Журналист взял карандаш,", записав,VERB,-8.087470054626465
579,"Журналист взял карандаш,", записную,ADJ,-8.462470054626465
580,"Журналист взял карандаш,", нарисовав,VERB,-9.853208359345444
581,"Журналист взял карандаш,", записку,NOUN,-10.087470054626465
582,"Журналист взял карандаш,", открутил,VERB,-10.108201954513788
583,"Журналист взял карандаш,", записываю,VERB,-11.120918035507202
584,За два года накопилась, масса,NOUN,-2.0583572387695312
585,За два года накопилась, большая,ADJ,-2.3083572387695312
586,За два года накопилась, хорошая,ADJ,-3.0593911190517247
587,За два года накопилась, огромная,ADJ,-3.196567597799003
588,За два года накопилась, довольно,ADV,-3.3083572387695312
589,За два года накопилась, значительная,ADJ,-3.317762297578156
590,За два года накопилась, огромнейшая,ADJ,-7.698828771943226
591,За два года накопилась, значимая,ADJ,-8.317810011547408
592,За два года накопилась, значительное,ADJ,-9.69276237487793
593,За два года накопилась, хорошенькая,ADJ,-10.718795116990805
594,За два года накопилась, огромный,ADJ,-10.82156753540039
595,За два года накопилась, огроменная,ADJ,-10.94656753540039
596,За два года накопилась, хороша,ADJ,-11.184391021728516
597,За два года накопилась, значитель,NOUN,-11.69276237487793
598,За два года накопилась, огромной,ADJ,-11.82156753540039
599,За министром труда тянется целый, шлейф,NOUN,-0.5373854865210888
600,За министром труда тянется целый, ряд,NOUN,-1.9122412204742432
601,За министром труда тянется целый, список,NOUN,-2.037241220474243
602,За министром труда тянется целый, хвост,NOUN,-3.537256672156218
603,За министром труда тянется целый, клуб,NOUN,-4.537240982055664
604,За министром труда тянется целый, клубок,NOUN,-4.53795150667429
605,За министром труда тянется целый, шлейфт,NOUN,-10.662385654930404
606,За министром труда тянется целый, шнур,NOUN,-10.787357997658546
607,За министром труда тянется целый, шнурок,NOUN,-11.190958243372734
608,За министром труда тянется целый, шлейфик,NOUN,-11.912385654930404
609,За министром труда тянется целый, клубочек,NOUN,-12.162951469421388
610,За министром труда тянется целый, шлейд,NOUN,-12.287385654930404
611,За министром труда тянется целый, шлейфель,NOUN,-12.287385654930404
612,За министром труда тянется целый, шлейфер,NOUN,-12.412385654930404
613,За министром труда тянется целый, шлеф,NOUN,-12.935791477560995
614,"За углом ― Морской музей, с бесчисленными моделями", кораблей,NOUN,-0.4695132205961272
615,"За углом ― Морской музей, с бесчисленными моделями", и,CCONJ,-2.718400716781616
616,"За углом ― Морской музей, с бесчисленными моделями", парусников,NOUN,-2.7336137779057026
617,"За углом ― Морской музей, с бесчисленными моделями", судов,NOUN,-2.8746918104588985
618,"За углом ― Морской музей, с бесчисленными моделями", старинных,ADJ,-3.613560697529465
619,"За углом ― Морской музей, с бесчисленными моделями", парусных,ADJ,-4.858613822609186
620,"За углом ― Морской музей, с бесчисленными моделями", суден,NOUN,-6.374691724777222
621,"За углом ― Морской музей, с бесчисленными моделями", парусов,NOUN,-6.61864161491394
622,"За углом ― Морской музей, с бесчисленными моделями", паро,INTJ,-7.74364161491394
623,"За углом ― Морской музей, с бесчисленными моделями", пароходов,NOUN,-7.749511988353333
624,"За углом ― Морской музей, с бесчисленными моделями", старых,ADJ,-7.858642816543579
625,"За углом ― Морской музей, с бесчисленными моделями", корабли,NOUN,-8.094513088464737
626,"За углом ― Морской музей, с бесчисленными моделями", корабликов,NOUN,-8.097338888794184
627,"За углом ― Морской музей, с бесчисленными моделями", старинного,ADJ,-9.238560653291644
628,"За углом ― Морской музей, с бесчисленными моделями", кораблов,NOUN,-9.594513565301895
629,"Зачем ему звонить, если откликается", на,ADP,-1.227935791015625
630,"Зачем ему звонить, если откликается", только,PART,-2.477935791015625
631,"Зачем ему звонить, если откликается", не,PART,-3.727935791015625
632,"Зачем ему звонить, если откликается","?
Зачем",ADV,-5.3697629570961
633,"Зачем ему звонить, если откликается","?
А",INTJ,-5.386806488037109
634,"Зачем ему звонить, если откликается","?
Я",PRON,-5.511806488037109
635,"Зачем ему звонить, если откликается","?
И",CCONJ,-5.636806488037109
636,"Зачем ему звонить, если откликается","?
Или",CCONJ,-6.5156853795051575
637,"Зачем ему звонить, если откликается","?
Потому",ADV,-6.733673641458154
638,"Зачем ему звонить, если откликается","?
Пу",INTJ,-6.846471071243286
639,"Зачем ему звонить, если откликается","?
Пусть",PART,-6.848746340954676
640,"Зачем ему звонить, если откликается","?
Значит",ADV,-7.12183120008558
641,"Зачем ему звонить, если откликается","?
Сейчас",ADV,-7.553822755813599
642,"Зачем ему звонить, если откликается","?
Слушай",VERB,-8.135025583207607
643,"Зачем ему звонить, если откликается","?
Здесь",ADV,-8.369762897491455
644,Здесь потребуется, больше,ADV,-2.8469390869140625
645,Здесь потребуется, использовать,VERB,-2.9719390869140625
646,Здесь потребуется, немного,ADV,-3.2219390869140625
647,Здесь потребуется, создать,VERB,-3.3469390869140625
648,Здесь потребуется, добавить,VERB,-3.721939086914064
649,Здесь потребуется, дополнительная,ADJ,-3.747875362634659
650,Здесь потребуется, дополнительный,ADJ,-5.372875332832336
651,Здесь потребуется, дополнительное,ADJ,-5.872875452041626
652,Здесь потребуется, дополнительной,ADJ,-11.497875213623049
653,Здесь потребуется, дополнительные,ADJ,-11.997875213623049
654,Здесь потребуется, дополнительную,ADJ,-12.185375213623049
655,"Зоопарк ― это кусочек другого мира, находящийся в самом", центре,NOUN,-0.5148655772209167
656,"Зоопарк ― это кусочек другого мира, находящийся в самом", сердце,NOUN,-1.0148656368255615
657,"Зоопарк ― это кусочек другого мира, находящийся в самом", городе,NOUN,-3.8898656368255615
658,"Зоопарк ― это кусочек другого мира, находящийся в самом", большом,ADJ,-5.390366484003607
659,"Зоопарк ― это кусочек другого мира, находящийся в самом", нашем,DET,-5.764865398406982
660,"Зоопарк ― это кусочек другого мира, находящийся в самом", крупном,ADJ,-6.890663710189983
661,"Зоопарк ― это кусочек другого мира, находящийся в самом", большем,ADJ,-13.140366554260254
662,"Зоопарк ― это кусочек другого мира, находящийся в самом", крупным,ADJ,-15.140663623809814
663,"Зоопарк ― это кусочек другого мира, находящийся в самом", крупно,ADJ,-15.765663623809814
664,"Зоопарк ― это кусочек другого мира, находящийся в самом", крупнонаселенном,ADJ,-15.976029822719283
665,"Зоопарк ― это кусочек другого мира, находящийся в самом", круп­,NOUN,-16.140663623809814
666,"Зоопарк ― это кусочек другого мира, находящийся в самом", круп­ном,ADJ,-16.14809572789818
667,"Зоопарк ― это кусочек другого мира, находящийся в самом", большо,ADV,-16.265366077423096
668,"Зоопарк ― это кусочек другого мира, находящийся в самом", крупной,ADJ,-16.265663623809814
669,"Зоопарк ― это кусочек другого мира, находящийся в самом", большoм,ADJ,-16.520960045978427
670,И на берегу озера тогда появляются, два,NUM,-2.553227663040161
671,И на берегу озера тогда появляются, три,NUM,-3.178227663040161
672,И на берегу озера тогда появляются, две,NUM,-3.553227663040161
673,И на берегу озера тогда появляются, люди,NOUN,-3.803227663040161
674,И на берегу озера тогда появляются,"
два",NUM,-5.680672913789749
675,И на берегу озера тогда появляются, 2,NUM,-5.705129981040955
676,И на берегу озера тогда появляются, 3,NUM,-5.955129981040955
677,И на берегу озера тогда появляются, 4,NUM,-6.455130100250244
678,И на берегу озера тогда появляются, 12,NUM,-6.705130100250244
679,И на берегу озера тогда появляются, 5,NUM,-7.080130100250244
680,И на берегу озера тогда появляются,"
Три",NUM,-7.081109166145325
681,И на берегу озера тогда появляются,"
Два",NUM,-7.145693898200989
682,И на берегу озера тогда появляются,"
все",PRON,-7.1474496722221375
683,И на берегу озера тогда появляются, 7,NUM,-7.205130100250244
684,И на берегу озера тогда появляются,"
первые",ADJ,-7.219741463661194
685,И не надо ставить это целью, своей,DET,-2.8599746227264404
686,И не надо ставить это целью, жизни,NOUN,-2.9849746227264404
687,И не надо ставить это целью,".
Это",PRON,-3.7513561248779297
688,И не надо ставить это целью,".
Просто",PART,-4.05509814247489
689,И не надо ставить это целью,".
Цель",NOUN,-4.2792904525995255
690,И не надо ставить это целью,".
Я",PRON,-4.50135612487793
691,И не надо ставить это целью,",
потому",ADV,-4.539465957786888
692,И не надо ставить это целью,".
Потому",ADV,-4.885505922138691
693,И не надо ставить это целью,",
чтобы",SCONJ,-5.336834388785064
694,И не надо ставить это целью,".
Ставьте",VERB,-5.375061988830566
695,И не надо ставить это целью,".
Пусть",PART,-5.494255401688861
696,И не надо ставить это целью,",
что",PRON,-5.826761722564697
697,И не надо ставить это целью,",
это",PRON,-5.951761722564697
698,И не надо ставить это целью,",
а",CCONJ,-6.326761722564697
699,И не надо ставить это целью,".
Целью",NOUN,-6.552628770470619
700,Ирине досталась, роль,NOUN,-1.5454202890396118
701,Ирине досталась, не,PART,-3.5454201698303223
702,Ирине досталась, одна,NUM,-3.795420169830322
703,Ирине досталась, в,ADP,-3.920420169830322
704,Ирине досталась, сложная,ADJ,-3.946693297475576
705,Ирине досталась, 1,NUM,-6.2511279582977295
706,Ирине досталась, вторая,ADJ,-6.562868356704712
707,Ирине досталась, 2,NUM,-6.6261279582977295
708,Ирине досталась, 3,NUM,-6.6261279582977295
709,Ирине досталась, 4,NUM,-6.7511279582977295
710,Ирине досталась, 5,NUM,-7.1261279582977295
711,Ирине досталась, 10,NUM,-7.3761279582977295
712,Ирине досталась, сложнейшая,ADJ,-7.698442381690256
713,Ирине досталась, однажды,ADV,-8.569022178649902
714,Ирине досталась, 1/3,NUM,-9.219451189041138
715,Каждое утро на самый верх,ний,NOUN,-1.3490722179412842
716,Каждое утро на самый верх, гор,NOUN,-2.724072217941284
717,Каждое утро на самый верх, горы,NOUN,-2.759767770767212
718,Каждое утро на самый верх, поднимается,VERB,-3.059115827083588
719,Каждое утро на самый верх, холма,NOUN,-3.742014469578862
720,Каждое утро на самый верх, поднималась,VERB,-4.500746726989746
721,Каждое утро на самый верх, поднимался,VERB,-4.750746726989746
722,Каждое утро на самый верх, поднимались,VERB,-5.125746726989746
723,Каждое утро на самый верх, поднимаются,VERB,-5.684115767478943
724,Каждое утро на самый верх,"
Я",PRON,-6.630597829818726
725,Каждое утро на самый верх, подъемника,NOUN,-6.730311721563339
726,Каждое утро на самый верх,"
На",ADP,-6.755597829818726
727,Каждое утро на самый верх, поднимает,VERB,-7.059116005897522
728,Каждое утро на самый верх,"
К",ADP,-7.255597829818726
729,Каждое утро на самый верх, горной,ADJ,-7.259767770767212
730,Какие главные лекарства должны, быть,VERB,-0.1032843068242073
731,Какие главные лекарства должны, находиться,VERB,-2.853761860576924
732,Какие главные лекарства должны, присутствовать,VERB,-4.978377293038648
733,Какие главные лекарства должны, всегда,ADV,-5.103284358978272
734,Какие главные лекарства должны, храниться,VERB,-5.492991768755019
735,Какие главные лекарства должны, входить,VERB,-5.728369902411941
736,Какие главные лекарства должны, хранится,VERB,-9.867991924285889
737,Какие главные лекарства должны, находить,VERB,-10.728761672973633
738,Какие главные лекарства должны, хранить,VERB,-11.617991924285889
739,Какие главные лекарства должны, находи,VERB,-12.978762149810793
740,Какие главные лекарства должны, находитьс,VERB,-13.047855615615845
741,Какие главные лекарства должны, находи́ться,VERB,-14.023853601887822
742,Какие главные лекарства должны, находились,VERB,-14.228762149810793
743,Какие главные лекарства должны, находитися,VERB,-14.353762149810793
744,Какие главные лекарства должны, находиь,VERB,-14.62462604045868
745,Клиенты воровали из ресторана, и,CCONJ,-2.9615180492401123
746,Клиенты воровали из ресторана, в,ADP,-3.4615180492401123
747,Клиенты воровали из ресторана,"

В",INTJ,-5.75399661064148
748,Клиенты воровали из ресторана,"

К",ADP,-5.87899661064148
749,Клиенты воровали из ресторана,"

Клиенты",NOUN,-5.990883432328701
750,Клиенты воровали из ресторана,"

Q",PROPN,-6.37899661064148
751,Клиенты воровали из ресторана, 1,NUM,-6.579625606536865
752,Клиенты воровали из ресторана,"

1",NUM,-6.62899661064148
753,Клиенты воровали из ресторана, 2,NUM,-6.704625606536865
754,Клиенты воровали из ресторана, 300,NUM,-6.829625606536865
755,Клиенты воровали из ресторана, 100,NUM,-6.954625606536865
756,Клиенты воровали из ресторана, 3,NUM,-7.079625606536865
757,Клиенты воровали из ресторана, 10,NUM,-7.204625606536865
758,Клиенты воровали из ресторана, 1000,NUM,-8.50283694267273
759,Клиенты воровали из ресторана, 3000,NUM,-8.628064513206482
760,Когда мне хотелось, бы,PART,-1.129361629486084
761,Когда мне хотелось, быть,VERB,-4.129361629486084
762,Когда мне хотелось, отдохнуть,VERB,-4.317208301159553
763,Когда мне хотелось, петь,VERB,-4.941663384437561
764,Когда мне хотелось, пойти,VERB,-4.941663384437561
765,Когда мне хотелось, поиграть,VERB,-5.079034466296434
766,Когда мне хотелось, поесть,VERB,-5.560234785079956
767,Когда мне хотелось, побыть,VERB,-5.699553905054927
768,Когда мне хотелось, порадовать,VERB,-5.775170013308525
769,Когда мне хотелось, поехать,VERB,-5.810234785079956
770,Когда мне хотелось, поразмышлять,VERB,-6.41273019023356
771,Когда мне хотелось, пофанта,NOUN,-6.577691733837128
772,Когда мне хотелось, пофантазировать,VERB,-6.578257256463985
773,Когда мне хотелось, пофилософствовать,VERB,-7.00054265325889
774,Когда мне хотелось, поразмы,NOUN,-7.037471532821655
775,Когда она в самолёте,",
она",PRON,-4.618880271911621
776,Когда она в самолёте,".
И",CCONJ,-5.1537299156188965
777,Когда она в самолёте,"?
Да",PART,-5.281217098236084
778,Когда она в самолёте,"?
Когда",ADV,-5.281217098236084
779,Когда она в самолёте,"?
Она",PRON,-5.406217098236084
780,Когда она в самолёте,"?
А",INTJ,-5.531217098236084
781,Когда она в самолёте,"?
В",INTJ,-5.531217098236084
782,Когда она в самолёте,",
в",ADP,-5.743880271911621
783,Когда она в самолёте,".
А",INTJ,-5.7787299156188965
784,Когда она в самолёте,".
Она",PRON,-5.7787299156188965
785,Когда она в самолёте,"
И",CCONJ,-5.855585336685181
786,Когда она в самолёте,".
В",INTJ,-5.9037299156188965
787,Когда она в самолёте,".
Когда",ADV,-6.0287299156188965
788,Когда она в самолёте,"
Она",PRON,-6.105585336685181
789,Когда она в самолёте,",
и",CCONJ,-6.118880271911621
790,Когда родители, не,PART,-2.3310396671295166
791,Когда родители, начинают,VERB,-3.4560396671295166
792,Когда родители, приходят,VERB,-3.681901253759861
793,Когда родители, и,CCONJ,-3.9560396671295166
794,Когда родители, были,VERB,-4.0810394287109375
795,Когда родители, видят,VERB,-4.161477409303188
796,Когда родители, приходили,VERB,-5.931901216506958
797,Когда родители, видели,VERB,-6.661477327346802
798,Когда родители, видятся,VERB,-11.91147756576538
799,Когда родители, приходятся,VERB,-12.181901216506958
800,Когда родители, видит,VERB,-12.786477088928224
801,Когда родители, видите,VERB,-13.036477088928224
802,Когда родители, видимо,ADV,-13.036477088928224
803,Когда родители, приходить,VERB,-13.119401216506958
804,Когда родители, приходя,VERB,-13.369401216506958
805,Количество денег в обороте выросло благодаря, увеличению,NOUN,-1.967958740890026
806,Количество денег в обороте выросло благодаря, тому,PRON,-2.331423282623291
807,Количество денег в обороте выросло благодаря, рост,NOUN,-3.581423282623291
808,Количество денег в обороте выросло благодаря, росту,NOUN,-3.581613353002467
809,Количество денег в обороте выросло благодаря, активному,ADJ,-4.10662841796875
810,Количество денег в обороте выросло благодаря, повышению,NOUN,-4.309951066970825
811,Количество денег в обороте выросло благодаря, дополнительным,ADJ,-4.720068454742432
812,Количество денег в обороте выросло благодаря, активной,ADJ,-4.73162841796875
813,Количество денег в обороте выросло благодаря, активным,ADJ,-4.85662841796875
814,Количество денег в обороте выросло благодаря, дополнительной,ADJ,-5.595068454742432
815,Количество денег в обороте выросло благодаря, дополнительному,ADJ,-6.095068454742432
816,Количество денег в обороте выросло благодаря, активизации,NOUN,-6.10662841796875
817,Количество денег в обороте выросло благодаря, повышенному,VERB,-7.059951066970825
818,Количество денег в обороте выросло благодаря, увеличенному,VERB,-7.7179588079452515
819,Количество денег в обороте выросло благодаря, повышенной,ADJ,-7.809951066970825
820,"Мама брала меня с собой, и мы, сдав", все,PRON,-1.84852397441864
821,"Мама брала меня с собой, и мы, сдав", экзамены,NOUN,-2.4922100007534027
822,"Мама брала меня с собой, и мы, сдав", в,ADP,-2.5985240936279297
823,"Мама брала меня с собой, и мы, сдав", на,ADP,-2.5985240936279297
824,"Мама брала меня с собой, и мы, сдав", свои,DET,-3.3485240936279297
825,"Мама брала меня с собой, и мы, сдав",шись,VERB,-3.3485240936279297
826,"Мама брала меня с собой, и мы, сдав", экзамен,NOUN,-4.367209911346436
827,"Мама брала меня с собой, и мы, сдав", наушники,NOUN,-6.48842289019376
828,"Мама брала меня с собой, и мы, сдав", экзамена,NOUN,-9.992209911346436
829,"Мама брала меня с собой, и мы, сдав", экзаменационные,ADJ,-10.338205814361572
830,"Мама брала меня с собой, и мы, сдав", экзаменты,NOUN,-11.242210388183594
831,"Мама брала меня с собой, и мы, сдав", наушник,NOUN,-11.488422870635986
832,"Мама брала меня с собой, и мы, сдав", экзаменные,ADJ,-12.117210388183594
833,"Мама брала меня с собой, и мы, сдав", экзамны,NOUN,-12.367210388183594
834,"Мама брала меня с собой, и мы, сдав", экзаменационный,ADJ,-12.588205814361572
835,Мне было лень идти на стоянку и сметать, снег,NOUN,-0.5258928537368774
836,Мне было лень идти на стоянку и сметать, с,ADP,-2.775892734527588
837,Мне было лень идти на стоянку и сметать, машину,NOUN,-3.400892734527588
838,Мне было лень идти на стоянку и сметать, все,PRON,-4.275892734527588
839,Мне было лень идти на стоянку и сметать, там,ADV,-4.275892734527588
840,Мне было лень идти на стоянку и сметать, на,ADP,-4.525892734527588
841,"Мне нравится сын коллеги,", но,CCONJ,-1.2178553342819214
842,"Мне нравится сын коллеги,", и,CCONJ,-2.217855453491211
843,"Мне нравится сын коллеги,", он,PRON,-2.217855453491211
844,"Мне нравится сын коллеги,", а,CCONJ,-2.842855453491211
845,"Мне нравится сын коллеги,", который,PRON,-2.842855453491211
846,"Мне нравится сын коллеги,", я,PRON,-3.217855453491211
847,Можно будет, использовать,VERB,-3.63628602027893
848,Можно будет, посмотреть,VERB,-3.63628602027893
849,Можно будет, сделать,VERB,-3.76128602027893
850,Можно будет, поиграть,VERB,-4.980726107954979
851,Можно будет, поработать,VERB,-5.455362159525976
852,Можно будет, пообщаться,VERB,-5.580384272616357
853,Можно будет, поучаствовать,VERB,-6.276080561394338
854,Можно будет, поэкспериментировать,VERB,-6.601889417390339
855,Можно будет,"
В",INTJ,-7.246768474578857
856,Можно будет, поразмышлять,VERB,-7.727744135772809
857,Можно будет, поразмыслить,VERB,-7.873455885906878
858,Можно будет,"
Сделать",VERB,-8.190905302762985
859,Можно будет,"
попробовать",VERB,-8.481425320147537
860,Можно будет, поиграться,VERB,-8.60572612285614
861,Можно будет, поразвлекаться,VERB,-9.0802710801363
862,"Музыканты играли на похоронах, разгружали", груз,NOUN,-2.5600240230560303
863,"Музыканты играли на похоронах, разгружали", грузовики,NOUN,-2.63393628410995
864,"Музыканты играли на похоронах, разгружали", грузы,NOUN,-3.188633720390498
865,"Музыканты играли на похоронах, разгружали", и,CCONJ,-3.3100240230560303
866,"Музыканты играли на похоронах, разгружали", машины,NOUN,-3.5600240230560303
867,"Музыканты играли на похоронах, разгружали", по,ADP,-3.8100240230560303
868,"Музыканты играли на похоронах, разгружали", поезда,NOUN,-3.815854822285473
869,"Музыканты играли на похоронах, разгружали", фуры,NOUN,-3.8782010078430176
870,"Музыканты играли на похоронах, разгружали", фур,NOUN,-5.128201007843018
871,"Музыканты играли на похоронах, разгружали", фуру,NOUN,-5.128201007843018
872,"Музыканты играли на похоронах, разгружали", фургоны,NOUN,-5.176586286223028
873,"Музыканты играли на похоронах, разгружали", фрукты,NOUN,-5.378431126970099
874,"Музыканты играли на похоронах, разгружали", фургон,NOUN,-6.001265235245228
875,"Музыканты играли на похоронах, разгружали", грузовые,ADJ,-6.377111911773682
876,"Музыканты играли на похоронах, разгружали", грузчики,NOUN,-7.002112150192261
877,Мы установили камеру на новый, уровень,NOUN,-2.0078349113464355
878,Мы установили камеру на новый, объект,NOUN,-3.632834911346436
879,Мы установили камеру на новый, автомобиль,NOUN,-3.757834911346436
880,Мы установили камеру на новый, дом,NOUN,-4.007834911346436
881,Мы установили камеру на новый, штатив,NOUN,-4.008241274044849
882,Мы установили камеру на новый, трек,NOUN,-4.459677457809448
883,Мы установили камеру на новый, трон,NOUN,-5.584677457809448
884,Мы установили камеру на новый, трос,NOUN,-6.084677457809448
885,Мы установили камеру на новый, триножник,NOUN,-8.249478723853827
886,Мы установили камеру на новый, трёхосный,ADJ,-8.345295181497931
887,Мы установили камеру на новый, трёхколёсный,ADJ,-8.920439589535818
888,Мы установили камеру на новый, трекинг,NOUN,-9.089899957180023
889,Мы установили камеру на новый, триног,NOUN,-9.346042156219482
890,Мы установили камеру на новый, трёхосевой,ADJ,-9.595295211300254
891,Мы установили камеру на новый, тросик,NOUN,-9.64734673500061
892,На Ольгу Васильевну было написано, много,ADV,-1.887347221374512
893,На Ольгу Васильевну было написано, несколько,NUM,-2.387347221374512
894,На Ольгу Васильевну было написано, заявление,NOUN,-2.762347221374512
895,На Ольгу Васильевну было написано, 4,NUM,-5.806405305862427
896,На Ольгу Васильевну было написано, 12,NUM,-6.056405305862427
897,На Ольгу Васильевну было написано, 3,NUM,-6.181405305862427
898,На Ольгу Васильевну было написано, 5,NUM,-6.181405305862427
899,На Ольгу Васильевну было написано, 10,NUM,-6.181405305862427
900,На Ольгу Васильевну было написано, 2,NUM,-6.306405305862427
901,На болотах оставался ещё, один,NUM,-0.6802884340286255
902,На болотах оставался ещё, только,PART,-3.930288314819336
903,На болотах оставался ещё, небольшой,ADJ,-3.930288314819336
904,На болотах оставался ещё, не,PART,-4.055288314819336
905,На болотах оставался ещё, и,CCONJ,-4.180288314819336
906,На болотах оставался ещё, 1,NUM,-4.713091135025024
907,На болотах оставался ещё, 21,NUM,-7.338091135025024
908,На болотах оставался ещё, 2,NUM,-7.588091135025024
909,На болотах оставался ещё, 1%,NUM,-7.912379503250122
910,На болотах оставался ещё, 3,NUM,-7.963090896606445
911,На болотах оставался ещё, 4,NUM,-7.963090896606445
912,На болотах оставался ещё, 5,NUM,-8.088090896606445
913,На болотах оставался ещё, неразгаданный,ADJ,-8.370022932533175
914,На болотах оставался ещё, неосвоенный,ADJ,-8.461698979139328
915,На болотах оставался ещё, неосушенный,ADJ,-8.759862244129181
916,На ведущей вниз, стороне,NOUN,-2.181071758270264
917,На ведущей вниз, линии,NOUN,-2.806071758270264
918,На ведущей вниз, части,NOUN,-3.056071758270264
919,На ведущей вниз,".
И",CCONJ,-5.1092729568481445
920,На ведущей вниз,".
На",ADP,-5.1092729568481445
