,context,word,POS
582,"Зачем ему звонить, если откликается",о,INTJ
583,На вторичном рынке жилья,происходят,VERB
584,На вторичном рынке жилья,наша,DET
585,На вторичном рынке жилья,можно,ADV
586,На вторичном рынке жилья,появились,VERB
587,На вторичном рынке жилья,сегодня,ADV
588,На вторичном рынке жилья,наблюдается,VERB
589,На вторичном рынке жилья,появилось,VERB
590,На вторичном рынке жилья,а,CCONJ
591,На вторичном рынке жилья,приобрести,VERB
592,На вторичном рынке жилья,нет,VERB
593,На вторичном рынке жилья,наступил,VERB
594,На вторичном рынке жилья,сложно,ADJ
595,На вторичном рынке жилья,продается,VERB
596,На вторичном рынке жилья,сейчас,ADV
597,На вторичном рынке жилья,есть,VERB
598,На вторичном рынке жилья,произошел,VERB
599,На вторичном рынке жилья,этот,DET
600,На вторичном рынке жилья,присутствуют,VERB
601,На вторичном рынке жилья,нельзя,ADV
602,На вторичном рынке жилья,ожидаются,VERB
603,На вторичном рынке жилья,и,CCONJ
604,На вторичном рынке жилья,опять,ADV
605,На вторичном рынке жилья,наступило,VERB
606,На вторичном рынке жилья,продавалась,VERB
607,На вторичном рынке жилья,имеется,VERB
608,На вторичном рынке жилья,необходимы,ADJ
609,На вторичном рынке жилья,выставлены,VERB
610,На вторичном рынке жилья,были,VERB
611,На вторичном рынке жилья,продают,VERB
612,На вторичном рынке жилья,невозможно,ADJ
613,На вторичном рынке жилья,повысился,VERB
614,На вторичном рынке жилья,началась,VERB
615,На вторичном рынке жилья,востребовано,VERB
616,На вторичном рынке жилья,продавали,VERB
617,На вторичном рынке жилья,трудно,ADJ
618,На вторичном рынке жилья,я,PRON
619,На вторичном рынке жилья,теперь,ADV
620,На вторичном рынке жилья,в,ADP
621,На вторичном рынке жилья,было,VERB
622,На вторичном рынке жилья,предложение,NOUN
623,На вторичном рынке жилья,цены,NOUN
624,На вторичном рынке жилья,стоимость,NOUN
625,На вторичном рынке жилья,квартиры,NOUN
626,На вторичном рынке жилья,ухты,NOUN
627,В котёл бросают куски,расплавленного,VERB
628,В котёл бросают куски,просоленного,ADJ
629,В котёл бросают куски,измельченного,VERB
630,В котёл бросают куски,курицы,NOUN
631,В котёл бросают куски,мяса,NOUN
632,В темноте Иван задел острый,хуй,NOUN
633,В темноте Иван задел острый,ор,NOUN
634,В темноте Иван задел острый,стул,NOUN
635,В темноте Иван задел острый,выступ,NOUN
636,В темноте Иван задел острый,предмет,NOUN
637,В темноте Иван задел острый,угол,NOUN
638,В темноте Иван задел острый,край,NOUN
639,В темноте Иван задел острый,гвоздь,NOUN
640,В темноте Иван задел острый,нож,NOUN
641,В темноте Иван задел острый,камень,NOUN
642,В темноте Иван задел острый,сук,NOUN
643,Я знал: их особенно,объединяет,VERB
644,Я знал: их особенно,любят,VERB
645,Я знал: их особенно,в,ADP
646,Я знал: их особенно,не,PART
647,Я знал: их особенно,сложно,ADJ
648,Я знал: их особенно,много,ADV
649,Я знал: их особенно,хорошо,ADJ
650,Я знал: их особенно,трудно,ADJ
651,Я знал: их особенно,раздражает,VERB
652,Я знал: их особенно,интересовало,VERB
653,Я знал: их особенно,радует,VERB
654,Я знал: их особенно,мучает,VERB
655,В речи учёного прозвучало,незнакомое,ADJ
656,В речи учёного прозвучало,гордое,ADJ
657,В речи учёного прозвучало,множество,NOUN
658,В речи учёного прозвучало,немало,ADV
659,В речи учёного прозвучало,сомнение,NOUN
660,В речи учёного прозвучало,недоумение,NOUN
661,В речи учёного прозвучало,неудовольствие,NOUN
662,В речи учёного прозвучало,слово,NOUN
663,В речи учёного прозвучало,много,ADV
664,В речи учёного прозвучало,предположение,NOUN
665,В речи учёного прозвучало,нечто,PRON
666,В речи учёного прозвучало,доказательство,NOUN
667,В речи учёного прозвучало,понятие,NOUN
668,В речи учёного прозвучало,сожаление,NOUN
669,В речи учёного прозвучало,словосочетание,NOUN
670,В речи учёного прозвучало,утверждение,NOUN
671,В речи учёного прозвучало,предложение,NOUN
672,В речи учёного прозвучало,два,NUM
673,В речи учёного прозвучало,определение,NOUN
674,В речи учёного прозвучало,высказывание,NOUN
675,В речи учёного прозвучало,очень,ADV
676,В речи учёного прозвучало,огорчение,NOUN
677,В речи учёного прозвучало,что,PRON
678,В речи учёного прозвучало,сообщение,NOUN
679,В речи учёного прозвучало,волнение,NOUN
680,В речи учёного прозвучало,несколько,NUM
681,В речи учёного прозвучало,удивление,NOUN
682,В речи учёного прозвучало,а,CCONJ
683,В речи учёного прозвучало,одобрение,NOUN
684,В речи учёного прозвучало,не,PART
685,В речи учёного прозвучало,мнение,NOUN
686,В речи учёного прозвучало,название,NOUN
687,В речи учёного прозвучало,недовольство,NOUN
688,В речи учёного прозвучало,такое,DET
689,В речи учёного прозвучало,новое,ADJ
690,В речи учёного прозвучало,одно,NUM
691,В речи учёного прозвучало,странное,ADJ
692,В речи учёного прозвучало,нецензурное,ADJ
693,В речи учёного прозвучало,некоторое,DET
694,В речи учёного прозвучало,непонятное,ADJ
695,В речи учёного прозвучало,неожиданное,ADJ
696,В речи учёного прозвучало,следующее,ADJ
697,В речи учёного прозвучало,удивительное,ADJ
698,В речи учёного прозвучало,интересное,ADJ
699,В речи учёного прозвучало,нескрываемое,VERB
700,В речи учёного прозвучало,неподдельное,ADJ
701,В речи учёного прозвучало,сенсационное,ADJ
702,"Город, раскинувшийся вдоль",а,CCONJ
703,"Город, раскинувшийся вдоль",р,NOUN
704,"Город, раскинувшийся вдоль",берегов,NOUN
705,"Город, раскинувшийся вдоль",подножия,NOUN
706,"Город, раскинувшийся вдоль",берега,NOUN
707,"Город, раскинувшийся вдоль",побережья,NOUN
708,"Город, раскинувшийся вдоль",дороги,NOUN
709,"Город, раскинувшийся вдоль",волги,NOUN
710,"Город, раскинувшийся вдоль",полей,NOUN
711,"Город, раскинувшийся вдоль",моря,NOUN
712,"Город, раскинувшийся вдоль",холма,NOUN
713,"Город, раскинувшийся вдоль",океана,NOUN
714,"Город, раскинувшийся вдоль",реки,NOUN
715,"Взяв с собой фотоаппарат, вся",аудитория,NOUN
716,"Взяв с собой фотоаппарат, вся",его,PRON
717,"Взяв с собой фотоаппарат, вся",ныли,VERB
718,"Взяв с собой фотоаппарат, вся",во,ADP
719,"Взяв с собой фотоаппарат, вся",группа,NOUN
720,"Взяв с собой фотоаппарат, вся",компания,NOUN
721,"Взяв с собой фотоаппарат, вся",команда,NOUN
722,"Взяв с собой фотоаппарат, вся",м,NOUN
723,"Взяв с собой фотоаппарат, вся",семья,NOUN
724,Он стал плохо,говорить,VERB
725,Он стал плохо,относится,VERB
726,Он стал плохо,понимать,VERB
727,Он стал плохо,слышать,VERB
728,Он стал плохо,одеваться,VERB
729,Он стал плохо,себя,PRON
730,Он стал плохо,днищ,NOUN
731,Он стал плохо,м,NOUN
732,Он стал плохо,учиться,VERB
733,Он стал плохо,соображать,VERB
734,Он стал плохо,читать,VERB
735,Он стал плохо,спать,VERB
736,"Они не ели целый день,",и,CCONJ
737,"Они не ели целый день,",потому,ADV
738,"Они не ели целый день,",поэтому,ADV
739,"Они не ели целый день,",но,CCONJ
740,Ему удалось вскрыть банку об острый край,стола,NOUN
741,Ему удалось вскрыть банку об острый край,камня,NOUN
742,Ему удалось вскрыть банку об острый край,ножа,NOUN
743,Ему удалось вскрыть банку об острый край,топора,NOUN
744,Ему удалось вскрыть банку об острый край,подоконника,NOUN
745,Ему удалось вскрыть банку об острый край,кровати,NOUN
746,Ему удалось вскрыть банку об острый край,в,ADP
747,"У тебя впереди замечательный день,",который,PRON
748,"У тебя впереди замечательный день,",и,CCONJ
749,"У тебя впереди замечательный день,",так,ADV
750,"У тебя впереди замечательный день,",проживи,VERB
751,"У тебя впереди замечательный день,",солнце,NOUN
752,"У тебя впереди замечательный день,",ведь,PART
753,"У тебя впереди замечательный день,",воспользуйся,VERB
754,"У тебя впереди замечательный день,",сказал,VERB
755,"У тебя впереди замечательный день,",будь,VERB
756,"У тебя впереди замечательный день,",чтобы,SCONJ
757,"У тебя впереди замечательный день,",м,NOUN
758,"У тебя впереди замечательный день,",р,NOUN
759,Дрозды и сковрцы начали,свое,DET
760,Дрозды и сковрцы начали,свой,DET
761,Дрозды и сковрцы начали,собираться,VERB
762,Дрозды и сковрцы начали,петь,VERB
763,Дрозды и сковрцы начали,улетать,VERB
764,Дрозды и сковрцы начали,клевать,VERB
765,Дрозды и сковрцы начали,спариваться,VERB
766,Дрозды и сковрцы начали,строить,VERB
767,Дрозды и сковрцы начали,вить,VERB
768,"Наживка, на которую он ловил",рыб,NOUN
769,"Наживка, на которую он ловил",была,VERB
770,"Наживка, на которую он ловил",на,ADP
771,"Наживка, на которую он ловил",ежедневно,ADV
772,"Наживка, на которую он ловил",окуня,NOUN
773,"Наживка, на которую он ловил",мальков,NOUN
774,"Наживка, на которую он ловил",щуку,NOUN
775,"Наживка, на которую он ловил",карпа,NOUN
776,"Наживка, на которую он ловил",леща,NOUN
777,"Наживка, на которую он ловил",рыбу,NOUN
778,Ирине досталась,самая,ADJ
779,Ирине досталась,тяжелая,ADJ
780,Ирине досталась,самое,ADJ
781,Ирине досталась,сложная,ADJ
782,Ирине досталась,роль,NOUN
783,Ирине досталась,ученица,NOUN
784,Ирине досталась,очень,ADV
785,Ирине досталась,книга,NOUN
786,Ирине досталась,только,PART
787,Ирине досталась,кольцо,NOUN
788,Ирине досталась,от,ADP
789,Ирине досталась,хорошая,ADJ
790,Ирине досталась,красная,ADJ
791,Ирине досталась,новая,ADJ
792,"Приготовь себе диетические овощные блюда,",которые,PRON
793,"Приготовь себе диетические овощные блюда,",чтобы,SCONJ
794,"Приготовь себе диетические овощные блюда,",а,CCONJ
795,"Приготовь себе диетические овощные блюда,",в,ADP
796,"Приготовь себе диетические овощные блюда,",и,CCONJ
797,"Приготовь себе диетические овощные блюда,",пожалуйста,ADV
798,"Приготовь себе диетические овощные блюда,",возьми,VERB
799,"Приготовь себе диетические овощные блюда,",иначе,ADV
800,"Приготовь себе диетические овощные блюда,",потому,ADV
801,Тема эта в то время была,обсуждаема,VERB
802,Тема эта в то время была,не,PART
803,Тема эта в то время была,очень,ADV
804,Тема эта в то время была,нет,VERB
805,Тема эта в то время была,более,ADV
806,Тема эта в то время была,запретной,ADJ
807,Тема эта в то время была,актуальной,ADJ
808,Тема эта в то время была,актуальна,ADJ
809,Тема эта в то время была,запрещенной,VERB
810,Тема эта в то время была,небезынтересной,ADJ
811,Тема эта в то время была,забыта,VERB
812,Тема эта в то время была,м,NOUN
813,"Она успевала убраться, разморозить",холодильник,NOUN
814,"Она успевала убраться, разморозить",морозильник,NOUN
815,"Она успевала убраться, разморозить",курицу,NOUN
816,"Она успевала убраться, разморозить",мясо,NOUN
817,"Она успевала убраться, разморозить",продукты,NOUN
818,"Она успевала убраться, разморозить",еду,NOUN
819,"Она успевала убраться, разморозить",а,CCONJ
820,"Она успевала убраться, разморозить",и,CCONJ
821,"Существует легенда, что",красивая,ADJ
822,"Существует легенда, что",люди,NOUN
823,"Существует легенда, что",в,ADP
824,"Существует легенда, что",царь,NOUN
825,"Существует легенда, что",человек,NOUN
826,"Существует легенда, что",можно,ADV
827,"Существует легенда, что",рыцарь,NOUN
828,"Существует легенда, что",голос,NOUN
829,"Существует легенда, что",кинжал,NOUN
830,"Существует легенда, что",он,PRON
831,"Существует легенда, что",однажды,ADV
832,"Существует легенда, что",воин,NOUN
833,"Существует легенда, что",около,ADP
834,"Существует легенда, что",город,NOUN
835,"Существует легенда, что",герой,NOUN
836,"Существует легенда, что",вода,NOUN
837,"Существует легенда, что",вещи,NOUN
838,"Существует легенда, что",с,ADP
839,"Существует легенда, что",она,PRON
840,"Существует легенда, что",вампиры,NOUN
841,"Существует легенда, что",если,SCONJ
842,"Существует легенда, что",нужно,ADJ
843,"Существует легенда, что",кто-то,PRON
844,"Существует легенда, что",давно,ADV
845,"Существует легенда, что",птица,NOUN
846,"Существует легенда, что",есть,VERB
847,"Существует легенда, что",драконы,NOUN
848,"Существует легенда, что",за,ADP
849,"Существует легенда, что",на,ADP
850,"Существует легенда, что",когда,ADV
851,"Существует легенда, что",король,NOUN
852,"Существует легенда, что",женщины,NOUN
853,"Существует легенда, что",у,ADP
854,"Существует легенда, что",новые,ADJ
855,"Существует легенда, что",первый,ADJ
856,"Существует легенда, что",этот,DET
857,"Существует легенда, что",некий,DET
858,"Существует легенда, что",один,NUM
859,"Существует легенда, что",древние,ADJ
860,"Существует легенда, что",когда-то,ADV
861,"Существует легенда, что",давным-давно,ADJ
862,"Существует легенда, что",здесь,ADV
863,Наше правительство сделало,промах,NOUN
864,Наше правительство сделало,диссонанс,NOUN
865,Наше правительство сделало,подлог,NOUN
866,Наше правительство сделало,пример,NOUN
867,Наше правительство сделало,признак,NOUN
868,Наше правительство сделало,недобор,NOUN
869,Наше правительство сделало,сингармонизм,NOUN
870,Наше правительство сделало,недостаток,NOUN
871,Наше правительство сделало,запах,NOUN
872,Наше правительство сделало,подвох,NOUN
873,Наше правительство сделало,перелом,NOUN
874,Наше правительство сделало,прогресс,NOUN
875,Наше правительство сделало,переизбыток,NOUN
876,Наше правительство сделало,пробел,NOUN
877,Наше правительство сделало,факт,NOUN
878,Наше правительство сделало,свой,DET
879,Наше правительство сделало,языковой,ADJ
880,Наше правительство сделало,заскок,NOUN
881,Наше правительство сделало,дисбаланс,NOUN
882,Наше правительство сделало,перебор,NOUN
883,Наше правительство сделало,акцент,NOUN
884,Наше правительство сделало,перевес,NOUN
885,Наше правительство сделало,перекос,NOUN
886,Наше правительство сделало,уклон,NOUN
887,Наше правительство сделало,намек,NOUN
888,Наше правительство сделало,крен,NOUN
889,Вспоминая,детство,NOUN
890,Вспоминая,слова,NOUN
891,Вспоминая,наши,DET
892,Вспоминая,последние,ADJ
893,Вспоминая,о,INTJ
894,Вспоминая,прошлые,ADJ
895,Вспоминая,былые,ADJ
896,Вспоминая,старые,ADJ
897,Вспоминая,этот,DET
898,Вспоминая,свое,DET
899,Вспоминая,прошедшие,VERB
900,Вспоминая,былое,ADJ
901,Вспоминая,первые,ADJ
902,Вспоминая,прежнюю,ADJ
903,Вспоминая,прошлое,NOUN
904,Однако здесь,стоит,VERB
905,Однако здесь,могут,VERB
906,Однако здесь,имеет,VERB
907,Однако здесь,было,VERB
908,Однако здесь,нет,VERB
909,Однако здесь,к,ADP
910,Однако здесь,всегда,ADV
911,Однако здесь,совсем,ADV
912,Однако здесь,нельзя,ADV
913,Однако здесь,не,PART
914,Однако здесь,е,INTJ
915,Однако здесь,встает,VERB
916,Однако здесь,кроется,VERB
917,Однако здесь,есть,VERB
918,У директора школы был тонкий,нос,NOUN
919,У директора школы был тонкий,голос,NOUN
920,У директора школы был тонкий,слух,NOUN
921,У директора школы был тонкий,галстук,NOUN
922,У директора школы был тонкий,юмор,NOUN
923,У директора школы был тонкий,карандаш,NOUN
924,У директора школы был тонкий,голосок,NOUN
925,У директора школы был тонкий,портфель,NOUN
926,У директора школы был тонкий,ремень,NOUN
927,У директора школы был тонкий,свитер,NOUN
928,У директора школы был тонкий,разрез,NOUN
929,У директора школы был тонкий,вкус,NOUN
930,У директора школы был тонкий,слой,NOUN
931,У директора школы был тонкий,плед,NOUN
932,У директора школы был тонкий,нож,NOUN
933,У директора школы был тонкий,аппарат,NOUN
934,У директора школы был тонкий,хвост,NOUN
935,У директора школы был тонкий,взгляд,NOUN
936,У директора школы был тонкий,почерк,NOUN
937,У директора школы был тонкий,и,CCONJ
938,У директора школы был тонкий,в,ADP
939,У директора школы был тонкий,противный,ADJ
940,У директора школы был тонкий,ф,INTJ
941,У директора школы был тонкий,нюх,NOUN
942,Старуха была страшной --,вся,DET
943,Старуха была страшной --,маленькой,ADJ
944,Старуха была страшной --,глаза,NOUN
945,Старуха была страшной --,ее,PRON
946,Старуха была страшной --,смерть,NOUN
947,Старуха была страшной --,она,PRON
948,Старуха была страшной --,как,SCONJ
949,Старуха была страшной --,с,ADP
950,Старуха была страшной --,все,PRON
951,Старуха была страшной --,жизнь,NOUN
952,Старуха была страшной --,на,ADP
953,Старуха была страшной --,волосы,NOUN
954,Старуха была страшной --,ему,PRON
955,Старуха была страшной --,осунувшееся,VERB
956,Старуха была страшной --,и,CCONJ
957,Старуха была страшной --,ужас,NOUN
958,Старуха была страшной --,каргой,NOUN
959,Старуха была страшной --,так,ADV
960,Старуха была страшной --,это,PRON
961,Старуха была страшной --,морщины,NOUN
962,Старуха была страшной --,нос,NOUN
963,Старуха была страшной --,вот,PART
964,Старуха была страшной --,хуже,ADJ
965,Старуха была страшной --,лицо,NOUN
966,Старуха была страшной --,ведьмой,NOUN
967,Старуха была страшной --,никто,PRON
968,Старуха была страшной --,у,ADP
969,Старуха была страшной --,уродливой,ADJ
970,Старуха была страшной --,сморщенное,VERB
971,Старуха была страшной --,старой,ADJ
972,Старуха была страшной --,страшной,ADJ
973,Старуха была страшной --,дряблые,ADJ
974,Старуха была страшной --,страшнее,ADJ
975,Старуха была страшной --,кривой,NOUN
976,Старуха была страшной --,косматая,NOUN
977,Старуха была страшной --,беззубая,ADJ
978,"Мама брала меня с собой, и мы, сдав",алана,NOUN
979,"Мама брала меня с собой, и мы, сдав",в,ADP
980,"Мама брала меня с собой, и мы, сдав",пр,NOUN
981,"Мама брала меня с собой, и мы, сдав",м,NOUN
982,"Мама брала меня с собой, и мы, сдав",всю,DET
983,"Мама брала меня с собой, и мы, сдав",верхнюю,ADJ
984,"Мама брала меня с собой, и мы, сдав",ее,PRON
985,"Мама брала меня с собой, и мы, сдав",ключи,NOUN
986,"Мама брала меня с собой, и мы, сдав",бутылки,NOUN
987,"Мама брала меня с собой, и мы, сдав",экзамены,NOUN
988,"Мама брала меня с собой, и мы, сдав",белье,NOUN
989,"Мама брала меня с собой, и мы, сдав",одежду,NOUN
990,"Мама брала меня с собой, и мы, сдав",багаж,NOUN
991,"Мама брала меня с собой, и мы, сдав",вещи,NOUN
992,"Журналист взял карандаш,",открыл,VERB
993,"Журналист взял карандаш,",лежавший,VERB
994,"Журналист взял карандаш,",написал,VERB
995,"Журналист взял карандаш,",помусолил,VERB
996,"Журналист взял карандаш,",лист,NOUN
997,"Журналист взял карандаш,",на,ADP
998,"Журналист взял карандаш,",и,CCONJ
999,"Журналист взял карандаш,",м,NOUN
1000,"Журналист взял карандаш,",блокнот,NOUN
1001,"Журналист взял карандаш,",бумагу,NOUN
1002,На Ольгу Васильевну было написано,завещание,NOUN
1003,На Ольгу Васильевну было написано,множество,NOUN
1004,На Ольгу Васильевну было написано,письмо,NOUN
1005,На Ольгу Васильевну было написано,несколько,NUM
1006,На Ольгу Васильевну было написано,много,ADV
1007,На Ольгу Васильевну было написано,благодарственное,ADJ
1008,На Ольгу Васильевну было написано,отдельное,ADJ
1009,На Ольгу Васильевну было написано,донесение,NOUN
1010,На Ольгу Васильевну было написано,заявление,NOUN
1011,Торговля продуктами питания является одной из самых,больших,ADJ
1012,Торговля продуктами питания является одной из самых,важных,ADJ
1013,Торговля продуктами питания является одной из самых,главных,ADJ
1014,Торговля продуктами питания является одной из самых,доступных,ADJ
1015,Торговля продуктами питания является одной из самых,прибыльных,ADJ
1016,Торговля продуктами питания является одной из самых,рентабельных,ADJ
1017,Торговля продуктами питания является одной из самых,стабильных,ADJ
1018,Количество денег в обороте выросло благодаря,повышению,NOUN
1019,Количество денег в обороте выросло благодаря,заслугам,NOUN
1020,Количество денег в обороте выросло благодаря,усилиям,NOUN
1021,Количество денег в обороте выросло благодаря,экономике,NOUN
1022,Количество денег в обороте выросло благодаря,продажам,NOUN
1023,Количество денег в обороте выросло благодаря,стараниям,NOUN
1024,Количество денег в обороте выросло благодаря,инвестициям,NOUN
1025,Количество денег в обороте выросло благодаря,жителям,NOUN
1026,Количество денег в обороте выросло благодаря,ему,PRON
1027,Количество денег в обороте выросло благодаря,тому,PRON
1028,Количество денег в обороте выросло благодаря,хорошей,ADJ
1029,Количество денег в обороте выросло благодаря,моему,DET
1030,Количество денег в обороте выросло благодаря,умелому,ADJ
1031,Количество денег в обороте выросло благодаря,его,PRON
1032,Количество денег в обороте выросло благодаря,грамотному,ADJ
1033,Количество денег в обороте выросло благодаря,вашим,DET
1034,Количество денег в обороте выросло благодаря,к,ADP
1035,Количество денег в обороте выросло благодаря,этой,DET
1036,Мы установили камеру на новый,тип,NOUN
1037,Мы установили камеру на новый,котел,NOUN
1038,Мы установили камеру на новый,проект,NOUN
1039,Мы установили камеру на новый,перекресток,NOUN
1040,Мы установили камеру на новый,вариант,NOUN
1041,Мы установили камеру на новый,мотор,NOUN
1042,Мы установили камеру на новый,компьютер,NOUN
1043,Мы установили камеру на новый,телевизор,NOUN
1044,Мы установили камеру на новый,объект,NOUN
1045,Мы установили камеру на новый,дом,NOUN
1046,Мы установили камеру на новый,телефон,NOUN
1047,Мы установили камеру на новый,кронштейн,NOUN
1048,Мы установили камеру на новый,автомобиль,NOUN
1049,Мы установили камеру на новый,аппарат,NOUN
1050,Мы установили камеру на новый,смартфон,NOUN
1051,Мы установили камеру на новый,велосипед,NOUN
1052,Мы установили камеру на новый,ноутбук,NOUN
1053,Мы установили камеру на новый,шлем,NOUN
1054,Мы установили камеру на новый,пульт,NOUN
1055,Мы установили камеру на новый,уровень,NOUN
1056,Мы установили камеру на новый,столб,NOUN
1057,Мы установили камеру на новый,участок,NOUN
1058,Мы установили камеру на новый,держатель,NOUN
1059,Мы установили камеру на новый,ракурс,NOUN
1060,Мы установили камеру на новый,монитор,NOUN
1061,Мы установили камеру на новый,комп,NOUN
1062,Мы установили камеру на новый,домофон,NOUN
1063,Мы установили камеру на новый,прибор,NOUN
1064,Мы установили камеру на новый,экран,NOUN
1065,Мы установили камеру на новый,стол,NOUN
1066,Мы установили камеру на новый,аквариум,NOUN
1067,Мы установили камеру на новый,фотоаппарат,NOUN
1068,Мы установили камеру на новый,электронагреватель,NOUN
1069,Мы установили камеру на новый,офис,NOUN
1070,Мы установили камеру на новый,лад,NOUN
1071,Мы установили камеру на новый,подъезд,NOUN
1072,Мы установили камеру на новый,мост,NOUN
1073,Мы установили камеру на новый,мобильник,NOUN
1074,Мы установили камеру на новый,шкаф,NOUN
1075,Мы установили камеру на новый,гараж,NOUN
1076,Мы установили камеру на новый,микроскоп,NOUN
1077,Мы установили камеру на новый,режим,NOUN
1078,Мы установили камеру на новый,самолет,NOUN
1079,Мы установили камеру на новый,джип,NOUN
1080,Мы установили камеру на новый,фонарный,ADJ
1081,Мы установили камеру на новый,сенсорный,ADJ
1082,Мы установили камеру на новый,штатив,NOUN
1083,"Я сказал, что русский солдат",может,VERB
1084,"Я сказал, что русский солдат",был,VERB
1085,"Я сказал, что русский солдат",будет,VERB
1086,"Я сказал, что русский солдат",не,PART
1087,"Я сказал, что русский солдат",никогда,ADV
1088,"Я сказал, что русский солдат",всегда,ADV
1089,"Я сказал, что русский солдат",самый,ADJ
1090,"Я сказал, что русский солдат",п,ADJ
1091,"Товарищ генерал,",разрешите,VERB
1092,"Товарищ генерал,",могу,VERB
1093,"Товарищ генерал,",прикажите,VERB
1094,"Товарищ генерал,",подойдите,VERB
1095,"Товарищ генерал,",сказал,VERB
1096,"Товарищ генерал,",вы,PRON
1097,За два года накопилась,информация,NOUN
1098,За два года накопилась,очередь,NOUN
1099,За два года накопилась,работа,NOUN
1100,За два года накопилась,масса,NOUN
1101,За два года накопилась,куча,NOUN
1102,За два года накопилась,целая,ADJ
1103,За два года накопилась,огромная,ADJ
1104,За два года накопилась,большая,ADJ
1105,За два года накопилась,много,ADV
1106,За два года накопилась,ценная,ADJ
1108,"Он вскрыл пачку сухарей,",съел,VERB
1109,"Он вскрыл пачку сухарей,",откусил,VERB
1110,"Он вскрыл пачку сухарей,",отряхиваясь,VERB
1111,"Он вскрыл пачку сухарей,",купленных,VERB
1112,"Он вскрыл пачку сухарей,",вздохнул,VERB
1113,"Он вскрыл пачку сухарей,",и,CCONJ
1114,"Он вскрыл пачку сухарей,",не,PART
1115,"Он вскрыл пачку сухарей,",которые,PRON
1116,"Он вскрыл пачку сухарей,",взял,VERB
1117,"Он вскрыл пачку сухарей,",разорвав,VERB
1118,"Он вскрыл пачку сухарей,",налил,VERB
1119,"Он вскрыл пачку сухарей,",достал,VERB
1120,"Что используют для этой прически,",рубашка,NOUN
1121,"Что используют для этой прически,",женщины,NOUN
1122,"Что используют для этой прически,",жители,NOUN
1123,"Что используют для этой прически,",мама,NOUN
1124,"Что используют для этой прически,",прически,NOUN
1125,"Что используют для этой прически,",загадка,NOUN
1126,"Что используют для этой прически,",стилист,NOUN
1127,"Что используют для этой прически,",аборигены,NOUN
1128,"Что используют для этой прически,",бигуди,NOUN
1129,"Что используют для этой прически,",лак,NOUN
1130,"Что используют для этой прически,",гель,NOUN
1131,"Что используют для этой прически,",воск,NOUN
1132,"Что используют для этой прически,",украшения,NOUN
1133,"Что используют для этой прически,",расческу,NOUN
1134,"Что используют для этой прически,",заколку,NOUN
1135,"Что используют для этой прически,",шпильки,NOUN
1136,"Что используют для этой прически,",ножницы,NOUN
1137,"Что используют для этой прически,",когда,ADV
1138,"Что используют для этой прически,",невозможно,ADJ
1139,"Что используют для этой прически,",чтобы,SCONJ
1140,"Что используют для этой прически,",если,SCONJ
1141,"Что используют для этой прически,",называется,VERB
1142,"Что используют для этой прически,",трудно,ADJ
1143,"Что используют для этой прически,",то,PRON
1144,"Что используют для этой прически,",в,ADP
1145,"Что используют для этой прически,",при,ADP
1146,"Что используют для этой прически,",которая,PRON
1147,"Что используют для этой прически,",это,PRON
1148,"Что используют для этой прически,",кроме,ADP
1149,"Что используют для этой прически,",непонятно,ADJ
1150,"Что используют для этой прически,",можно,ADV
1151,"Что используют для этой прически,",которую,PRON
1152,"Что используют для этой прически,",ни,PART
1153,"Что используют для этой прически,",так,ADV
1154,"Что используют для этой прически,",нельзя,ADV
1155,"Что используют для этой прически,",являющейся,VERB
1156,"Что используют для этой прически,",зачем,ADV
1157,"Что используют для этой прически,",как,SCONJ
1158,"Что используют для этой прически,",описано,VERB
1159,"Что используют для этой прически,",на,ADP
1160,"Что используют для этой прически,",никому,PRON
1161,"Что используют для этой прически,",что,PRON
1162,"Что используют для этой прически,",скажите,VERB
1163,"Что используют для этой прически,",не,PART
1164,"Что используют для этой прически,",действительно,ADV
1165,"Что используют для этой прически,",чтоб,SCONJ
1166,От смерти его спасла,случайность,NOUN
1167,От смерти его спасла,блокнот,NOUN
1168,От смерти его спасла,осторожность,NOUN
1169,От смерти его спасла,доброта,NOUN
1170,От смерти его спасла,маленькая,ADJ
1171,От смерти его спасла,случайная,ADJ
1172,От смерти его спасла,красивая,ADJ
1173,От смерти его спасла,удачная,ADJ
1174,От смерти его спасла,только,PART
1175,От смерти его спасла,неприметная,ADJ
1176,От смерти его спасла,любимая,ADJ
1177,От смерти его спасла,неожиданная,ADJ
1178,От смерти его спасла,полученная,VERB
1179,От смерти его спасла,непредсказуемая,ADJ
1180,От смерти его спасла,счастливая,ADJ
1181,От смерти его спасла,его,PRON
1182,От смерти его спасла,злая,ADJ
1183,От смерти его спасла,своевременная,ADJ
1184,От смерти его спасла,простая,ADJ
1185,От смерти его спасла,нелепая,ADJ
1186,От смерти его спасла,лишь,PART
1187,От смерти его спасла,молодая,ADJ
1188,От смерти его спасла,прекрасная,ADJ
1189,От смерти его спасла,змея,NOUN
1190,От смерти его спасла,бабушка,NOUN
1191,От смерти его спасла,подруга,NOUN
1192,От смерти его спасла,дочь,NOUN
1193,От смерти его спасла,девушка,NOUN
1194,От смерти его спасла,она,PRON
1195,От смерти его спасла,собака,NOUN
1196,Она с досадой,нахмурила,VERB
1197,Она с досадой,разговаривала,VERB
1198,Она с досадой,воскликнула,VERB
1199,Она с досадой,взглянула,VERB
